Wavelength,FAM EM,FAM EX,ROX (carboxy-X-rhodamine) EM,ROX (carboxy-X-rhodamine) EX,Cy3 EM,Cy3 EX,Cy5.5 EM,Cy5.5 EX,JOE EM,JOE EX,Cy3.5 EM,Cy3.5 EX,CAL560 EM,CAL560 EX,CAL590 EM,CAL590 EX,CAL610 EM,CAL610 EX,Cy5 EM,Cy5 EX,HEX EM,HEX EX,TexasRed EM,TexasRed EX
481,0.0106855,0.718330026,,0.0522,,0.1149,,,,0.3044,,0.0694,,0.127251998,,0.039999999,,0.020675,,,,0.150671005,0,0.005
482,0.013449,0.763453007,,0.0538,,0.1184,,,,0.3149,,0.0694,,0.133936003,,0.039999999,,0.0209821,,,,0.160482004,0,0.0038
483,0.0167729,0.79638499,,0.056,,0.1253,,,,0.3246,,0.0722,,0.141436994,,0.050000001,,0.0216968,,,,0.171353996,0,0.0034
484,0.021695299,0.82861501,,0.0575,,0.1322,,,,0.3364,,0.075,,0.149946004,,0.050000001,,0.0227859,,,,0.182769999,0,0.0044
485,0.0268001,0.870095015,,0.06,,0.1367,,,,0.3446,,0.075,,0.158740997,,0.050000001,,0.0236615,,,,0.194772005,0,0.0045
486,0.033910301,0.898122013,,0.062,,0.1404,,,,0.352,,0.0833,,0.167988002,,0.059999999,,0.0246365,,,,0.207277,0,0.0051
487,0.041749801,0.923766971,,0.0645,,0.1469,,,,0.3612,,0.0889,,0.177684993,,0.059999999,,0.025539501,,,,0.220256001,0,0.0065
488,0.051047798,0.954035997,,0.0665,,0.1508,,,,0.3675,,0.0972,,0.187742993,,0.059999999,,0.026590999,,,,0.233109996,0,0.0065
489,0.063627496,0.971973002,,0.0693,,0.1573,,,,0.3737,,0.1028,,0.198076993,,0.059999999,,0.027758799,,,,0.246437997,0,0.0081
490,0.078667402,0.985987008,,0.0716,,0.1614,,,,0.3816,,0.1111,,0.208554998,,0.07,,0.028915299,,,,0.259472996,0,0.0098
491,0.095801003,0.997478008,,0.0744,,0.1675,,,,0.3876,,0.1139,,0.219668999,,0.07,,0.030630101,,,,0.271712005,0,0.0118
492,0.115698002,1,,0.077,,0.1741,,,,0.3935,,0.1222,,0.230570003,,0.07,,0.032019399,,,,0.283380002,0,0.015
493,0.140017003,0.997196972,,0.0795,,0.1799,,,,0.4023,,0.125,,0.241000995,,0.079999998,,0.033238702,,,,0.293805003,0,0.0163
494,0.168204993,0.984025002,,0.0824,,0.1862,,,,0.4097,,0.1305,,0.251545012,,0.079999998,,0.0349489,,,,0.303629994,0,0.0184
495,0.200084001,0.967769027,,0.0851,,0.1949,,,,0.418,,0.1389,,0.261804014,,0.079999998,,0.036731001,,,,0.311919987,0,0.0179
496,0.235452995,0.94590801,,0.0875,,0.1999,,,,0.4305,,0.1417,,0.271519005,,0.090000004,,0.038638599,,,,0.318856001,0,0.02
497,0.273586005,0.907091022,,0.0902,,0.2102,,,,0.441,,0.1555,,0.280898005,,0.090000004,,0.040587399,,,,0.324396998,0,0.0214
498,0.319260001,0.873178005,,0.0929,,0.219,,,,0.4531,,0.1639,,0.289570004,,0.090000004,,0.0425179,,,,0.328359991,0,0.0234
499,0.361883014,0.834921002,,0.0956,,0.2264,,,,0.4721,,0.1694,,0.297690004,,0.1,,0.044523802,,,,0.330942005,0,0.0267
500,0.405445993,0.775785029,,0.0981,,0.2379,,,0.0051,0.488,,0.1778,,0.305164009,,0.1,,0.046497598,,,,0.332812011,0,0.0276
501,0.455150992,0.729120016,,0.101,,0.2606,,,0.0052,0.5057,,0.1833,,0.311957002,,0.11,,0.048529699,,,,0.333718985,0,0.0314
502,0.508347988,0.680633008,,0.1038,,0.2755,,,0.006,0.5324,,0.1917,,0.318093002,,0.11,,0.050452299,,,,0.333732992,0,0.0335
503,0.558570981,0.611967027,,0.1071,,0.2861,,,0.007,0.5541,,0.1972,,0.323644996,,0.12,,0.052351899,,,,0.333622009,0,0.0356
504,0.609350026,0.561940014,,0.11,,0.3035,,,0.0084,0.5776,,0.2055,,0.328864008,,0.12,,0.054258499,,,,0.333678007,0,0.038
505,0.660878003,0.513453007,,0.1136,,0.3268,,,0.0102,0.6128,,0.2055,,0.333833009,,0.13,,0.0560885,,,,0.334347993,0,0.0394
506,0.716261983,0.449552,,0.1171,,0.3457,,,0.0123,0.6401,,0.2139,,0.338530004,,0.14,,0.057789501,,,,0.335785002,0,0.0417
507,0.761668026,0.40554899,,0.121,,0.3586,,,0.0146,0.6687,,0.2139,,0.343472004,,0.14,,0.059635598,,0.0105,,0.338171005,0,0.0422
508,0.804982007,0.364069998,,0.1245,,0.3765,,,0.0173,0.7095,,0.225,,0.348681986,,0.15000001,,0.061408501,,0.0105,,0.342148989,0,0.045
509,0.853420019,0.310817987,,0.1297,,0.3957,,,0.0211,0.7398,,0.2361,,0.354409993,,0.16,,0.0630491,,0.0105,,0.347829014,0,0.0481
510,0.883358002,0.275364012,,0.1342,,0.4222,,,0.0253,0.7705,,0.2361,,0.361003011,,0.17,,0.064732999,,0.0105,,0.355533004,0,0.0492
511,0.915407002,0.242432997,,0.1396,,0.4403,,,0.0311,0.8127,,0.2472,,0.368692011,,0.18000001,,0.066605203,,0.0105,,0.365469992,0,0.0517
512,0.932295024,0.202074006,,0.1449,,0.4579,,,0.0377,0.8432,,0.2528,,0.37766999,,0.19,,0.068441004,,0.0105,,0.378044009,0,0.0512
513,0.962366998,0.176148996,,0.1516,,0.4747,,0.011577814,0.0446,0.8723,,0.2611,,0.388024986,,0.2,,0.070243597,,0.014,,0.392558992,0,0.0549
514,0.973017991,0.153026998,,0.1581,0,0.4895,,0.011577814,0.0538,0.9091,,0.2778,,0.400225013,,0.20999999,,0.072266601,,0.014,,0.410115004,0,0.0578
515,0.983668983,0.125560999,,0.1656,0.001,0.5039,,0.011567841,0.0633,0.9332,,0.2889,,0.414305001,,0.22,,0.074426599,,0.014,,0.430379987,0,0.058
516,0.995182991,0.108323999,,0.1736,0.002,0.5057,,0.011567841,0.0743,0.9541,,0.2944,,0.430281997,,0.23999999,,0.076708697,,0.014,,0.45372799,0,0.0637
517,0.994991004,0.0931895,,0.1822,0.003,0.5179,,0.011557869,0.088,0.9775,,0.3111,,0.448377013,,0.25,,0.079269402,,0.0175,,0.479393989,0,0.0634
518,1,0.075532503,,0.1908,0.004,0.5249,,0.011547897,0.1023,0.9896,,0.3194,,0.468676001,,0.25999999,,0.082065299,,0.0175,,0.508589983,0,0.0656
519,0.992879987,0.064321697,,0.2008,0.005,0.5283,,0.013482519,0.1188,0.9974,,0.3361,,0.491156995,,0.27000001,,0.085236698,,0.0175,,0.539683998,0,0.0704
520,0.98121202,0.054932699,,0.2107,0.006,0.5279,,0.013482519,0.1374,1,,0.3472,,0.515837014,,0.28999999,,0.088756397,,0.0175,,0.57366699,0,0.0727
521,0.975377977,0.044422701,,0.2214,0.007,0.5343,,0.013472546,0.1588,0.9958,,0.3528,,0.542557001,,0.30000001,,0.092669897,,0.0176,,0.609605014,0,0.0779
522,0.954209983,0.0379765,,0.2323,0.008,0.5291,,0.013472546,0.1839,0.987,,0.3778,,0.571273983,,0.31,,0.097259298,,0.021,,0.64784497,0,0.0812
523,0.935249984,0.0323711,,0.2432,0.009,0.5296,,0.013462574,0.2115,0.9669,,0.4,,0.601804972,,0.31999999,,0.102201,,0.021,,0.687870979,0,0.0857
524,0.923888981,0.026064999,,0.2545,0.01,0.5248,,0.013452602,0.2393,0.9469,,0.4139,,0.63390398,,0.33000001,,0.107681997,,0.0245,,0.728316009,0,0.0917
525,0.904946983,0.0221413,,0.2661,0.011,0.521,,0.01734179,0.2703,0.9225,,0.4278,,0.667397976,,0.34,,0.113748997,,0.0246,,0.770142019,0,0.0969
526,0.891802013,0.018778,,0.2773,0.012,0.5182,,0.017331818,0.3034,0.8824,,0.4528,,0.701974988,,0.34,,0.120362997,,0.0246,,0.811271012,0,0.1024
527,0.864147007,0.0151345,,0.2887,0.013,0.5145,,0.017321846,0.34,0.8493,,0.4667,,0.737200022,,0.34999999,,0.127614006,,0.0246,,0.851534009,0,0.108
528,0.840139985,0.0127522,,0.2997,0.014,0.5135,,0.017321846,0.378,0.8134,,0.4861,,0.772527993,,0.36000001,,0.135378003,,0.0281,,0.888058007,0,0.1162
529,0.81726402,0.0107904,,0.3103,0.015,0.5131,,0.017311873,0.417,0.7598,,0.5028,,0.807437003,,0.36000001,,0.143564999,,0.0281,,0.922556996,0,0.1234
530,0.792219996,0.00854821,,0.3201,0.0174,0.5161,,0.021191088,0.4596,0.7181,,0.5222,,0.84139502,,0.37,,0.152327001,,0.0281,0.0284766,0.951502025,0,0.1322
531,0.771628022,0.00742713,,0.3301,0.0188,0.5258,,0.021191088,0.5042,0.6754,,0.5444,,0.87391597,,0.37,,0.161356002,,0.0298,0.039262999,0.975242019,0,0.1432
532,0.745931029,0.00616592,,0.3394,0.0204,0.5251,,0.021181116,0.5468,0.6153,,0.5556,,0.904116988,,0.38,,0.170888007,,0.0298,0.051632699,0.991388977,0,0.1493
533,0.725013018,0.00476457,,0.348,0.0223,0.5333,,0.025060331,0.5917,0.5717,,0.5722,,0.931427002,,0.38,,0.180717006,,0.0333,0.062737197,1,0,0.1612
534,0.69887501,0.0040639,,0.3555,0.0246,0.5467,,0.02505036,0.6362,0.5282,,0.5917,,0.955107987,,0.38,,0.190614,,0.0333,0.073530301,0.999484003,0,0.1697
535,0.674196005,0.00336323,,0.3629,0.0272,0.5547,,0.02505036,0.6788,0.4702,,0.5917,,0.974340975,,0.38999999,,0.200630993,,0.0368,0.084802598,0.989965022,0,0.1827
536,0.659475982,0.00238229,,0.3687,0.0303,0.5687,,0.025040388,0.724,0.4292,,0.6083,,0.988547981,,0.38999999,,0.210544005,,0.0368,0.096686602,0.971347988,0,0.1924
537,0.638154984,0.00182175,,0.3743,0.034,0.5808,,0.025040388,0.7651,0.3893,,0.6139,,0.997269988,,0.38999999,,0.220272005,,0.0368,0.112643003,0.944022,0,0.2072
538,0.620307982,0.00140135,,0.3786,0.0385,0.6004,,0.028919604,0.8042,0.3381,,0.6194,,1,,0.40000001,,0.229663,,0.0438,0.131233007,0.907204986,0,0.2173
539,0.599216998,0.000841,,0.3826,0.0439,0.6184,,0.028909631,0.8399,0.3037,,0.6222,,0.996554017,,0.40000001,,0.238619998,,0.0438,0.154046997,0.864136994,0,0.2271
540,0.583979011,0.000701,,0.3861,0.0503,0.6378,,0.028899658,0.8741,0.2717,,0.6222,,0.986442983,,0.41,,0.246883005,,0.0473,0.179054007,0.813337028,0,0.2382
541,0.567436993,0.000561,,0.3886,0.058,0.6774,,0.028899658,0.9036,0.2314,,0.6222,0.390769988,0.96993202,,0.41999999,,0.254397988,,0.0473,0.207298994,0.758181989,0,0.2471
542,0.551891983,0.000280269,,0.391,0.0673,0.7055,,0.030834282,0.9275,0.205,,0.6194,0.44057399,0.947176993,,0.43000001,,0.261200011,,0.0508,0.243300006,0.698490977,0,0.2568
543,0.535196006,0.000280269,,0.393,0.0784,0.7314,,0.034713496,0.9475,0.1811,,0.6194,0.491239011,0.918491006,,0.44,,0.267024994,,0.0543,0.283080995,0.63804698,0,0.267
544,0.523757994,1.00E-05,,0.3948,0.0917,0.7694,,0.034713496,0.9655,0.1519,,0.6139,0.544306993,0.88431102,,0.44999999,,0.271863997,,0.0543,0.327037007,0.576291025,0,0.2727
545,0.507772028,1.00E-05,,0.3968,0.1074,0.8049,,0.034703523,0.9813,0.1333,,0.6056,0.597947001,0.845528007,,0.46000001,,0.275835991,,0.0578,0.377739012,0.515694022,0,0.2811
546,0.497889012,1.00E-05,,0.399,0.1258,0.8391,,0.03469355,0.9924,0.1168,,0.6,0.650152981,0.802680016,,0.47999999,,0.278827012,,0.0578,0.431023002,0.458110988,0,0.2919
547,0.481788009,1.00E-05,,0.4016,0.1472,0.8737,,0.042461958,0.9957,0.0965,,0.5944,0.700268984,0.756760001,,0.5,,0.280891001,,0.0613,0.491210997,0.403416008,0,0.2955
548,0.471060008,1.00E-05,,0.4052,0.1721,0.8976,,0.042461958,1,0.0839,0.0111,0.5861,0.748176992,0.708567023,,0.51999998,,0.282101005,,0.0613,0.55380702,0.352295011,0,0.3012
549,0.458355993,1.00E-05,,0.4097,0.2007,0.9307,,0.04245198,0.9946,0.0726,0.0111,0.5833,0.793864012,0.659126997,,0.54000002,,0.282709986,,0.0683,0.612133026,0.304773986,0,0.3087
550,0.449968994,1.00E-05,,0.4153,0.2336,0.9647,,0.044386607,0.9907,0.0594,0.0111,0.5833,0.836902976,0.609147012,,0.565,,0.282712996,,0.0683,0.681037009,0.26343599,0,0.3108
551,0.438742995,,,0.4226,0.2713,0.9789,,0.044386607,0.9825,0.0513,0.0111,0.5833,0.875847995,0.559356987,,0.57999998,,0.282227993,,0.0718,0.740442991,0.225907996,0,0.3129
552,0.428667009,,,0.4313,0.314,0.9968,,0.044376634,0.9721,0.0445,0.0139,0.5833,0.909187973,0.510567009,0.07,0.61000001,,0.281547993,,0.0753,0.797972977,0.193055004,0,0.3047
553,0.416213006,,,0.4416,0.3608,0.9989,,0.04825585,0.9579,0.036,0.0139,0.5861,0.936222017,0.463551015,0.079999998,0.63999999,,0.280824006,,0.0753,0.853507996,0.163496003,0,0.3096
554,0.407864988,,,0.4541,0.4117,1,,0.052135065,0.942,0.0309,0.0139,0.5917,0.957253993,0.418464005,0.090000004,0.66000003,,0.280238003,,0.0788,0.897174001,0.138264,0,0.308
555,0.396003991,,,0.4685,0.466,0.9913,,0.052135065,0.9232,0.0264,0.0167,0.5944,0.973092973,0.375925004,0.1,0.69,,0.280019999,,0.0788,0.934629023,0.116143003,0,0.3093
556,0.387809992,,,0.4842,0.5229,0.9852,,0.05601428,0.907,0.0215,0.0194,0.6056,0.984477997,0.336113006,0.11,0.72000003,,0.280373007,,0.0823,0.964025974,0.097260401,0,0.3084
557,0.378962994,,,0.5021,0.5819,0.9538,,0.05600431,0.8873,0.0186,0.025,0.6111,0.992129982,0.299125999,0.12,0.75,,0.281323999,,0.0823,0.98356998,0.0816295,0,0.3065
558,0.365970999,,,0.5219,0.6415,0.932,,0.059883524,0.8658,0.016,0.0278,0.6278,0.996061981,0.265206009,0.14,0.77999997,,0.283262014,,0.0893,0.997340977,0.0682735,0,0.3029
559,0.35750699,,,0.5442,0.7012,0.8952,,0.061828118,0.8444,0.013,0.0306,0.6417,0.995588005,0.234180003,0.15000001,0.81,,0.286258996,,0.0928,1,0.056801502,0,0.3013
560,0.347681999,,,0.5677,0.7583,0.8451,,0.061818145,0.8209,0.0111,0.0306,0.65,0.990975976,0.206064999,0.17,0.83999997,,0.290506989,,0.0963,0.992524028,0.047171801,0,0.3084
561,0.338719994,,,0.5931,0.812,0.7777,,0.06958655,0.8011,0.0093,0.0417,0.6833,0.982466996,0.180853993,0.18000001,0.87,,0.296083003,,0.0997,0.985332012,0.039105099,0,0.3077
562,0.32881701,,,0.6202,0.8609,0.7271,,0.06958655,0.777,0.0076,0.0444,0.7028,0.969792008,0.158182994,0.2,0.89999998,,0.303119004,,0.0997,0.967133999,0.032615501,0,0.3083
563,0.319835991,,,0.6492,0.9036,0.6801,,0.073455796,0.7542,0.0065,0.0556,0.725,0.953436017,0.138031006,0.22,0.92000002,,0.311827987,,0.1032,0.946132004,0.0271866,0,0.3112
564,0.308878005,,,0.6785,0.9384,0.6153,,0.073455796,0.7319,0.0055,0.0694,0.7583,0.934275985,0.120104998,0.23999999,0.94,,0.32219699,,0.1033,0.921908021,0.022483399,0,0.3163
565,0.300817996,,0.0351,0.7093,0.9664,0.5457,,0.07733501,0.7126,0.0044,0.0694,0.7583,0.912859023,0.104272,0.27000001,0.95999998,,0.334468991,,0.1102,0.897314012,0.018924501,0,0.3255
566,0.290262997,,0.0364,0.7405,0.9862,0.4863,,0.08315882,0.6934,0.0035,0.0889,0.7944,0.889603019,0.090273798,0.28999999,0.98000002,0.00509,0.348850012,,0.1137,0.864646018,0.016007699,0,0.3323
567,0.282182992,,0.0414,0.7714,0.9969,0.4502,,0.08315882,0.6723,0.0028,0.1111,0.8278,0.865472019,0.077924103,0.31999999,0.99000001,0.00634556,0.365108013,,0.1172,0.837006986,0.0133142,0,0.34
568,0.272511005,,0.0499,0.8026,1,0.3955,,0.083148845,0.6538,0.0023,0.1305,0.8556,0.841320992,0.067235097,0.34999999,0.99000001,0.00769,0.383352011,,0.1242,0.80469799,0.0111914,0,0.3533
569,0.264450997,,0.0593,0.8328,0.9955,0.3482,,0.08703803,0.6333,0.0019,0.1639,0.8861,0.816751003,0.0580182,0.38,1,0.00928333,0.403849006,,0.1277,0.772859991,0.00965766,0,0.3647
570,0.253722996,,0.0692,0.863,0.9833,0.3021,,0.09285187,0.6143,0.0014,0.1833,0.9056,0.791611016,0.049813699,0.41999999,0.99000001,0.0112,0.426339,,0.1312,0.741994023,0.00813644,0.0089,0.3778
571,0.245394006,,0.0827,0.8902,0.964,0.2631,,0.09285187,0.5985,0.0011,0.2083,0.925,0.766265988,0.042766701,0.44999999,0.98000002,0.0135567,0.450998008,,0.1347,0.709914982,0.00701994,0.01,0.3995
572,0.236797005,,0.0966,0.9159,0.9395,0.2259,,0.0928419,0.5804,0.0009,0.2528,0.9528,0.740531981,0.036787499,0.49000001,0.97000003,0.016465601,0.477872014,,0.1417,0.677227974,0.00612675,0.0104,0.4162
573,0.227469996,,0.1113,0.9392,0.9107,0.1952,,0.09673109,0.5649,0.0005,0.2833,0.9694,0.714595973,0.031496599,0.52999997,0.94999999,0.020036699,0.506846011,,0.1451,0.651861012,0.00510795,0.0133,0.4368
574,0.220579997,,0.1296,0.9598,0.8777,0.1693,,0.09672111,0.5496,0.0005,0.3389,0.9861,0.688659012,0.026918801,0.565,0.92000002,0.0243933,0.537501991,,0.1521,0.621882975,0.00449388,0.0146,0.4501
575,0.211177006,,0.1488,0.9765,0.8421,0.1493,,0.10060033,0.5351,0.0004,0.3917,0.9944,0.662501991,0.0233228,0.60000002,0.88999999,0.029658901,0.570030987,,0.1591,0.599730015,0.00399146,0.0185,0.4846
576,0.205323994,,0.1702,0.989,0.8047,0.132,,0.10448952,0.521,0,0.4306,1,0.636906028,0.0201841,0.64999998,0.86000001,0.0359511,0.604368985,,0.1696,0.57307601,0.00367047,0.0218,0.51
577,0.197090998,,0.1971,0.997,0.7657,0.1172,,0.11030336,0.5082,0,0.5028,1,0.612955987,0.017333001,0.69,0.81999999,0.0434522,0.640285015,,0.1766,0.548289001,0.00300057,0.0239,0.5323
578,0.189605996,,0.2221,1,0.7261,0.1002,,0.11030336,0.4949,0,0.5778,1,0.590840995,0.014806,0.72000003,0.77999997,0.052418899,0.67673701,,0.18,0.528533995,0.00276332,0.0295,0.5622
579,0.182265997,,0.2531,0.9971,0.6869,0.0878,,0.11806179,0.4816,0,0.6222,1,0.570317984,0.0130486,0.75999999,0.74000001,0.063023299,0.714145005,,0.1975,0.508686006,0.00272145,0.0334,0.5943
580,0.175477996,,0.2868,0.9896,0.6477,0.0717,,0.11806179,0.4706,0,0.6667,0.9833,0.550924003,0.0115294,0.80000001,0.69999999,0.075333297,0.751918018,,0.2045,0.489073008,0.00249815,0.0395,0.6279
581,0.169218004,,0.3234,0.9763,0.61,0.062,,0.11806179,0.4604,0,0.7361,0.9667,0.531978011,0.00990051,0.82999998,0.64999998,0.089466698,0.789053977,,0.2149,0.475616992,0.00210738,0.0476,0.6602
582,0.161617994,,0.3631,0.958,0.5738,0.0498,,0.121941,0.4487,0,0.8333,0.9444,0.513189018,0.00878435,0.87,0.60000002,0.105682001,0.825316012,,0.2219,0.457112014,0.00209342,0.0567,0.6914
583,0.155537993,,0.4011,0.9344,0.5392,0.0428,,0.12193103,0.4366,0,0.8528,0.8917,0.494688004,0.00789684,0.89999998,0.565,0.124264002,0.860239983,,0.2289,0.447921008,0.00199573,0.0673,0.7324
584,0.148952007,,0.4422,0.9069,0.5072,0.0356,,0.12775484,0.4265,0,0.8861,0.8333,0.476442009,0.00684785,0.92000002,0.50999999,0.145434007,0.892669022,,0.2359,0.43293801,0.00207947,0.0784,0.7576
585,0.144209996,,0.487,0.8741,0.4774,0.0311,,0.12775484,0.4161,0,0.9167,0.7944,0.45846799,0.006189,0.94,0.47,0.169418007,0.922026992,,0.2464,0.423294008,0.00195386,0.0943,0.7967
586,0.138850003,,0.5293,0.8392,0.4495,0.0266,,0.13551328,0.4048,0,0.9556,0.7389,0.441496015,0.0057258,0.95999998,0.43000001,0.196395993,0.947457016,,0.2533,0.41316101,0.00185617,0.1092,0.8237
587,0.132980004,,0.5698,0.8005,0.4237,0.0242,,0.13551328,0.3925,0,0.9778,0.6694,0.426207989,0.00538989,0.98000002,0.38999999,0.226260006,0.968777001,,0.2603,0.40367201,0.00168869,0.1264,0.8568
588,0.127875,,0.6111,0.7593,0.3995,0.0202,,0.1393925,0.3843,0,0.9944,0.6278,0.412708998,0.00478643,0.99000001,0.34999999,0.258870006,0.984938025,,0.2708,0.397846997,0.00173056,0.1467,0.8832
589,0.124465004,,0.6597,0.7173,0.3767,0.0155,,0.1452163,0.3757,0,1,0.5639,0.401042998,0.00412875,0.99000001,0.31999999,0.294319987,0.995298982,,0.2778,0.393752992,0.00166078,0.1698,0.9173
590,0.118807003,,0.7024,0.6744,0.3558,0.0143,,0.1452163,0.3636,0,1,0.525,0.391005993,0.00392367,1,0.28,0.332632005,1,,0.2882,0.386510998,0.00177243,0.1961,0.9369
591,0.114435002,,0.7409,0.6302,0.3367,0.0119,,0.15297472,0.3554,0,1,0.4861,0.382072985,0.00363019,0.99000001,0.25,0.373614013,0.998346984,,0.2952,0.382247001,0.00167474,0.2284,0.9586
592,0.110835001,,0.7808,0.5859,0.3193,0.0104,,0.15686391,0.345,0,1,0.4278,0.373941004,0.00342864,0.99000001,0.22,0.416933,0.99029398,,0.3022,0.375285,0.0013677,0.258,0.9725
593,0.105691999,,0.8166,0.5432,0.3035,0.0101,,0.16268773,0.3343,0,0.9944,0.3806,0.366452008,0.00328603,0.98000002,0.2,0.46221,0.975903988,,0.3057,0.372817993,0.00150726,0.2934,0.9916
594,0.101834998,,0.8497,0.5005,0.289,0.0084,,0.16656694,0.3254,0,0.9806,0.325,0.359201014,0.00298194,0.97000003,0.18000001,0.508903027,0.955088019,,0.3127,0.368786991,0.00154913,0.3359,0.9932
595,0.098708503,,0.8889,0.4597,0.276,0.0071,,0.17045613,0.3161,0,0.9639,0.2639,0.35175699,0.00270143,0.95999998,0.15000001,0.556360006,0.928546011,,0.3196,0.364863992,0.00152122,0.3746,1
596,0.094563201,,0.9177,0.4204,0.2643,0.0065,,0.18404835,0.3071,0,0.9556,0.2639,0.344197005,0.00244095,0.94,0.14,0.604098976,0.897041023,,0.3231,0.360794008,0.00143748,0.4258,0.9973
597,0.091195203,,0.936,0.3835,0.254,0.0066,,0.18793753,0.2976,0,0.9306,0.2222,0.337083012,0.00226533,0.92000002,0.12,0.65171802,0.861075997,,0.3301,0.357288986,0.00156309,0.4644,0.9914
598,0.087827198,,0.9598,0.3483,0.2445,0.0059,,0.19764055,0.2905,0,0.9,0.1805,0.330758989,0.00224647,0.89999998,0.1,0.698616028,0.821260989,,0.3301,0.352562994,0.00142353,0.5186,0.9664
599,0.084718302,,0.9739,0.3153,0.2362,0.0046,,0.20152976,0.2793,0,0.8778,0.1583,0.324878007,0.00210504,0.87,0.090000004,0.744053006,0.777944028,,0.3336,0.348717988,0.001591,0.5604,0.947
600,0.081868403,,0.9844,0.2845,0.2286,0.0038,,0.21124275,0.2715,0,0.8444,0.125,0.318783998,0.00201193,0.85000002,0.079999998,0.787074029,0.732620001,,0.3371,0.341410995,0.00170265,0.611,0.9209
601,0.079277702,,0.9922,0.2564,0.2217,0.0032,,0.21901114,0.2619,,0.825,0.1111,0.312177986,0.0019141,0.81999999,0.07,0.826861978,0.685756028,,0.3371,0.336816996,,0.6544,0.8929
602,0.075391501,,0.9986,0.2307,0.2156,0.0031,,0.22872415,0.254,,0.7944,0.0944,0.305101991,0.00179152,0.79000002,0.059999999,0.862882018,0.638221979,,0.3371,0.331840008,,0.7012,0.8586
