x, y
401.10973825908127, 0
401.10973825908127, 0
404.8088751967438, 0
408.5080121344064, 0
424.4143122552255, 0
500.2466053662208, 0
504.31567857538977, 2.191789297432505
509.49444771037724, 17.260283235538573
512.8236765987086, 47.397271111750705
515.4130893883776, 79.45205894637742
517.2626578572088, 86.5753532605813
523.1812713130339, 53.972607650370534
528.7299767195277, 38.082177048888354
533.1689297558528, 7.9451891726762405
535.3884062740153, 2.191789297432505
541.3070479520155, 0.2739788877920039
581.2577099454663, 0
587.5462596727978, 4.383568143639113
590.1356442402915, 34.24657713205921
594.5745972766165, 59.452059991500015
594.2046892272853, 59.452059991500015
600.1233026831104, 92.05480560171078
603.8224396207729, 91.78082148830579
607.8915128299419, 93.69864234917223
611.2207134960981, 89.31507943114605
616.0296028039296, 52.602744565088145
620.0986477909233, 22.19178825230992
624.1676927779172, 10.1369889213347
627.8668297155798, 3.8355999168291315
636.0049479117424, 0.0093248217491291
645.252790255899, 3.5616523827148745
654.8705406493866, 45.75342913867632
659.679429957218, 34.794524456417356
664.118382993543, 56.71233382093527
670.0369964493682, 87.39726902150554
672.9963172883683, 71.78082775904134
675.585701855862, 40.547955685338856
678.9149307441934, 17.53423076965283
681.8742515831934, 7.6712416385620035
686.6831126688498, 2.191789297432505
693.3415704455124, 0.5479473243581116
698.5203678026751, 0.2739788877920039