Wavelength,ATTO425 EM,ATTO425 EX,ATTO465 EM,ATTO465 EX,FAM EM,FAM EX,ATTO488 EM,ATTO488 EX,JOE EM,JOE EX,HEX EM,HEX EX,Cy3 EM,Cy3 EX,ROX EM,ROX EX,Cy3.5 EM,Cy3.5 EX,CAL560 EM,CAL560 EX,CAL590 EM,CAL590 EX,CAL610 EM,CAL610 EX,Cy5 EM,Cy5 EX,Cy5.5 EM,Cy5.5 EX
413,0.338519476,0.368268399,0.081432901,0.76971428,,0.025364401,,0.270398267,,0.0188,,0.022427499,,0.0027,,0.0454,,,,0.028598299,,0.029999999,,0.0188176,,,,
414,0.377103889,0.333333334,0.094948051,0.724160165,,0.0264854,,0.282389611,,0.019,,0.022595,,0.0027,,0.0456,,,,0.028342601,,0.029999999,,0.019259401,,,,
415,0.417194797,0.300090908,0.109943721,0.676857134,,0.0274664,,0.294099568,,0.0193,,0.0227904,,0.0031,,0.0463,,,,0.0280903,,0.02,,0.0198188,,,,
416,0.459095226,0.268969695,0.126285712,0.628445881,,0.0290078,,0.305004331,,0.0197,,0.0227206,,0.0031,,0.0463,,,,0.027806301,,0.02,,0.0201727,,,,
417,0.502601721,0.240047615,0.144285711,0.579943725,,0.0304092,,0.315129867,,0.02,,0.0227904,,0.0031,,0.0468,,,,0.027518701,,0.02,,0.020496899,,,,
418,0.547497823,0.213341986,0.16403463,0.532060611,,0.031950701,,0.324341991,,0.0204,,0.0227485,,0.0033,,0.0471,,,,0.0272299,,0.02,,0.0209364,,,,
419,0.592822497,0.188675319,0.184978354,0.485134204,,0.0340527,,0.333056273,,0.0209,,0.0228462,,0.0035,,0.0473,,,,0.026985999,,0.02,,0.0213075,,,,
420,0.63757142,0.166203461,0.207385285,0.440151522,,0.0357343,,0.34124242,,0.0211,,0.022692701,,0.0037,,0.0472,,,,0.026812701,,0.02,,0.0217299,,,,
421,0.681203464,0.145887444,0.23101732,0.397064946,,0.037556101,,0.349,,0.0211,,0.022860199,,0.0037,,0.0472,,,,0.026597001,,0.02,,0.0220838,,,,
422,0.723000002,0.127354977,0.255792211,0.356519485,,0.040498901,,0.356757576,,0.0215,,0.023027699,,0.004,,0.0477,,,,0.0264792,,0.02,,0.0223669,,,,
423,0.762614715,0.110701299,0.281826843,0.318497838,,0.042741001,,0.364852814,,0.0218,,0.0230974,,0.0044,,0.0475,,,,0.0263707,,0.02,,0.0226181,,,,
424,0.799913418,0.095731604,0.308861474,0.283277055,,0.044983201,,0.37335498,,0.0222,,0.023069501,,0.0045,,0.047,,,,0.026098499,,0.02,,0.022672901,,,,
425,0.834757576,0.082428573,0.337012989,0.250917743,,0.048486501,0.001115152,0.38282684,,0.0227,,0.0230137,,0.0051,,0.0471,,,,0.025852101,,0.02,,0.0227722,,,,
426,0.867121209,0.070709958,0.365822517,0.221415578,,0.051008999,0.000912121,0.393298704,,0.0229,,0.0233486,,0.005,,0.047,,,,0.0255799,,0.02,,0.022928599,,,,
427,0.896316019,0.060471862,0.395147196,0.194748914,,0.053671502,0.0008671,0.40499567,,0.0234,,0.023488199,,0.0053,,0.0465,,,,0.025549199,,0.02,,0.023014201,,,,
428,0.921696972,0.051722944,0.424974034,0.171255412,,0.057735398,0.000980087,0.4182987,,0.0239,,0.023488199,,0.0057,,0.0461,,,,0.0255362,,0.02,,0.023126099,,,,
429,0.943095251,0.044203463,0.455129869,0.150346322,,0.0608184,0.001251082,0.433372297,,0.0244,,0.023488199,,0.0058,,0.0464,,,,0.0253477,,0.02,,0.023038199,,,,
430,0.960484857,0.0375671,0.485463199,0.131969699,,0.064041503,0.001735931,0.45055844,,0.0251,,0.023920801,,0.0058,,0.0461,,,,0.025115499,,0.02,,0.022932,,,,
431,0.974303036,0.032043291,0.516129862,0.115519483,,0.068385698,0.002190476,0.469865794,,0.0257,,0.0241441,,0.006,,0.0456,,,,0.0249281,,0.02,,0.022808701,,,,
432,0.984922085,0.027242425,0.54724675,0.100965368,,0.071748897,0.002878788,0.491774886,,0.0266,,0.024004599,,0.006,,0.0454,,,,0.0248845,,0.02,,0.022768799,,,,
433,0.992601743,0.023194806,0.57878355,0.087943722,,0.075112097,0.003554113,0.516437217,,0.0274,,0.0244093,,0.0073,,0.0446,,,,0.024963399,,0.02,,0.022515301,,,,
434,0.997489184,0.019683983,0.610134204,0.076268398,,0.080016799,0.004502165,0.5433896,,0.0283,,0.024646601,,0.0079,,0.0448,,,,0.024975199,,0.02,,0.0224308,,,,
435,0.999108235,0.016714286,0.64097403,0.065926406,,0.083800502,0.00574026,0.572688299,,0.0295,,0.024842,,0.0078,,0.0447,,,,0.025149699,,0.02,,0.0222288,,,,
436,0.997467537,0.014177489,0.671155849,0.056878787,,0.087584101,0.007350649,0.604012978,,0.0309,,0.025023401,,0.0088,,0.0444,,,,0.025156699,,0.02,,0.0219285,,,,
437,0.993021652,0.012034632,0.700558441,0.04890909,,0.093469702,0.009528139,0.637268405,,0.0324,,0.025232701,,0.0087,,0.0439,,,,0.025036501,,0.02,,0.021743599,,,,
438,0.986112547,0.010268398,0.728991341,0.041999999,,0.097953998,0.012307359,0.67185715,,0.0338,,0.0258328,,0.0095,,0.0442,,,,0.0251108,,0.02,,0.0214079,,,,
439,0.977497831,0.008835498,0.756705625,0.036090908,,0.102719001,0.015658009,0.707337664,,0.0355,,0.0259584,,0.0097,,0.0434,,,,0.0256093,,0.02,,0.0211716,,,,
440,0.967402587,0.007848485,0.783952375,0.031212121,,0.110146001,0.019878788,0.743645025,,0.0375,,0.026628301,,0.0104,,0.0435,,,,0.025904,,0.02,,0.020961599,,,,
441,0.955766224,0.00695671,0.810073587,0.027103896,,0.115891002,0.02517749,0.780255403,,0.0394,,0.0271866,,0.0108,,0.0436,,,,0.0262894,,0.01,,0.0206887,,,,
442,0.942640683,0.006251082,0.834727264,0.023683983,,0.122056998,0.03187013,0.816541116,,0.042,,0.0276192,,0.0118,,0.043,,,,0.026729001,,0.01,,0.0206168,,,,
443,0.927969692,0.005645022,0.857372288,0.020805195,,0.131446004,0.040112555,0.852077907,,0.0441,,0.028317001,,0.0122,,0.0428,,,,0.0272936,,0.01,,0.020408999,,,,
444,0.912316022,0.005341991,0.878411254,0.018207792,,0.139014006,0.050662338,0.885896089,,0.0464,,0.0290707,,0.0129,,0.0426,,,,0.028047901,,0.01,,0.020349599,,,,
445,0.896303038,0.005077922,0.897709957,0.015896104,,0.147000998,0.063294373,0.917207787,,0.0498,,0.029796399,,0.0136,,0.0423,,,,0.028844699,,0.01,,0.020253699,,,,
446,0.880090918,0.004831169,0.91548919,0.013896104,,0.159052998,0.078757576,0.944805189,,0.0522,,0.031261802,,0.0149,,0.0423,,,,0.029740401,,0.01,,0.0200106,,,,
447,0.864000012,0.004627706,0.932082266,0.012298701,,0.168582007,0.098012986,0.967683978,,0.0547,,0.032517798,,0.015,,0.042,,,,0.0308106,,0.01,,0.020041401,,,,
448,0.848000008,0.004402597,0.947268407,0.011017316,,0.178531006,0.120268399,0.985012982,,0.0582,,0.033941399,,0.0163,,0.0417,,,,0.031772401,,0.01,,0.0199364,,,,
449,0.832090906,0.004,0.960787888,0.009787879,,0.192684993,0.146411257,0.995999998,,0.0608,,0.035169501,,0.0175,,0.0415,,,,0.033024099,,0.01,,0.019816499,,,,
450,0.816030303,0.003597403,0.972627709,0.008878788,,0.203474998,0.176632036,0.999714286,,0.0637,,0.036481399,,0.0183,,0.0412,,,,0.034297001,,0.01,,0.019730899,,,,
451,0.79977056,0.003281385,0.982264076,0.008047619,,0.214545995,0.210588749,0.995679658,,0.0672,,0.038714401,,0.0186,,0.0406,,,,0.035588801,,0.01,,0.019557299,,,,
452,0.783506491,0.003138528,0.989658011,0.007341991,,0.230101004,0.248935069,0.98342858,,0.07,,0.040431,,0.0207,,0.0404,,,,0.037062101,,0.01,,0.019407799,,,,
453,0.767389611,0.002969697,0.994740264,0.006675325,,0.241732001,0.29145455,0.962679668,,0.0728,,0.0427198,,0.0218,,0.0403,,,,0.038570698,,0.01,,0.0193142,,,,
454,0.751528143,0.002909091,0.997835514,0.006203463,,0.253363013,0.33903463,0.933532475,,0.0767,,0.044645701,,0.0243,,0.0395,,0.0111,,0.040206701,,0.01,,0.0192126,,,,
455,0.735896102,0.003090909,0.999285735,0.005705628,,0.269338995,0.390800856,0.896575763,,0.0798,,0.047116,,0.0252,,0.0392,,0.0111,,0.042039499,,0.01,,0.0190893,,,,
456,0.720575756,0.003030303,0.999121224,0.005203463,,0.281109989,0.443883106,0.85262337,,0.083,,0.049767599,,0.0261,,0.039,,0.0111,,0.043915801,,0.01,,0.018852999,,,,
457,0.705805179,0.002861472,0.998060612,0.004675325,,0.292741001,0.499835487,0.803073584,,0.0874,,0.0523495,,0.0274,,0.0383,,0.0139,,0.0459066,,0.01,,0.0187479,,,,
458,0.691316003,0.002627706,0.996229437,0.004341991,,0.308016002,0.556874444,0.749138511,,0.0906,,0.054973301,,0.0291,,0.038,,0.0139,,0.047956198,,0.01,,0.0186303,,,,
459,0.67737661,0.002372294,0.993402594,0.004138528,,0.318805993,0.613852806,0.692268386,,0.0943,,0.057722598,,0.0307,,0.0378,,0.0139,,0.050087199,,0.01,,0.0184203,,,,
460,0.663943708,0.002138528,0.989489174,0.004,,0.32931599,0.669666663,0.633822507,,0.0995,,0.0603185,,0.0325,,0.0378,,0.0167,,0.052363101,,0.01,,0.0183484,,,,
461,0.651038958,0.001969697,0.984398268,0.003679654,,0.342909008,0.7235974,0.575164501,,0.1037,,0.063193403,,0.0341,,0.0381,,0.0167,,0.054614302,,0.01,,0.0182319,,,,
462,0.638463204,0.001909091,0.978190477,0.003597403,,0.352438003,0.774181817,0.517333331,,0.1083,,0.065510198,,0.0357,,0.0378,,0.0194,,0.056960899,,0.01,,0.017918,,,,
463,0.626129878,0.002,0.971125546,0.003510823,,0.361546993,0.820688307,0.46128572,,0.115,,0.068106003,,0.0374,,0.0375,,0.0194,,0.059418399,,0.01,,0.0178289,,,,
464,0.614155851,0.002090909,0.963467538,0.003510823,,0.373878986,0.86202597,0.407987017,,0.1205,,0.070646003,,0.0413,,0.0375,,0.025,,0.061874699,,0.01,,0.017739899,,,,
465,0.602571431,0.001939394,0.955346326,0.003597403,,0.382847995,0.899025971,0.358303034,,0.1261,,0.073214002,,0.0432,,0.0377,,0.0278,,0.064416997,,0.01,,0.017735301,,,,
466,0.59103031,0.001831169,0.946848494,0.003770563,,0.392096013,0.930233762,0.312601733,,0.1347,,0.075823799,,0.0468,,0.0378,,0.0278,,0.0669581,,0.01,,0.0176691,,,,
467,0.579380963,0.001766234,0.937445895,0.004030303,,0.404848993,0.957233766,0.271108231,,0.1416,,0.078642897,,0.0488,,0.0381,,0.0278,,0.069604099,,0.02,,0.017580001,,,,
468,0.567380954,0.001744589,0.926961045,0.004090909,,0.414797992,0.976445894,0.233969704,,0.1491,,0.081238702,,0.0506,,0.0384,,0.0306,,0.072210103,,0.02,,0.0176086,,,,
469,0.555030301,0.001766234,0.915432907,0.004,,0.425588995,0.989974032,0.201121217,,0.1604,,0.084043898,,0.0543,,0.0389,,0.0306,,0.074872598,,0.02,,0.017635999,,,,
470,0.542571428,0.001831169,0.903073591,0.004,,0.441563994,0.995822517,0.172285718,,0.1692,,0.087114297,,0.0594,,0.0392,,0.0306,,0.077800304,,0.02,,0.0177125,,,,
471,0.530246757,0.001939394,0.890510827,0.004,,0.454596013,0.998398269,0.146926411,,0.1785,,0.090659201,,0.0615,,0.0402,,0.0389,,0.080798797,,0.02,,0.01787,,,,
472,0.518251085,0.002090909,0.878307364,0.004090909,,0.469029993,0.997095235,0.124770565,,0.1918,,0.094078399,,0.0669,,0.0406,,0.0389,,0.083889201,,0.02,,0.0179339,,,,
473,0.506536803,0.002,0.866571431,0.004030303,,0.49159199,0.990090905,0.105701299,,0.2022,,0.098055899,,0.07,,0.0416,,0.0417,,0.087323703,,0.02,,0.018078901,,,,
474,0.494861479,0.002,0.855060613,0.003861472,,0.510230005,0.979134199,0.089316018,,0.2129,,0.102242999,,0.0765,,0.0424,,0.0417,,0.0909338,,0.029999999,,0.018220499,,,,
475,0.482939402,0.002,0.843424252,0.003627706,,0.530969977,0.966450222,0.075389612,,0.2284,,0.107504003,,0.0813,,0.0435,,0.0417,,0.094795004,,0.029999999,,0.0184328,,,,
476,0.471060605,0.002,0.831160182,0.003372294,,0.562359989,0.949510835,0.063718617,,0.2398,,0.112905003,,0.0864,,0.0445,,0.0472,,0.098993301,,0.029999999,,0.0186269,,,,
477,0.459047612,0.002,0.818155854,0.003138528,,0.588145018,0.929558449,0.05396537,,0.2513,,0.118947998,,0.0914,,0.046,,0.0472,,0.103628002,,0.029999999,,0.018828999,,,,
478,0.447251073,0.002,0.804826851,0.002969697,,0.615471005,0.90697836,0.045835499,,0.2671,,0.125410005,,0.0983,,0.0474,,0.0556,,0.108815998,,0.029999999,,0.019173799,,,,
479,0.435645012,0.002,0.791497848,0.003,,0.655690014,0.8845065,0.038878788,,0.2787,,0.133365005,,0.103,,0.0489,,0.0611,,0.114372998,,0.039999999,,0.0196144,,,,
480,0.424251077,,0.778870138,0.003030303,0.00976434,0.686519027,0.860844164,0.033,,0.2898,,0.141641006,,0.1075,,0.0503,,0.0611,,0.120512001,,0.039999999,,0.020093899,,,,
481,0.412956707,,0.766783561,0.002861472,0.0106855,0.718330026,0.83448919,0.028212121,,0.3044,,0.150671005,,0.1149,,0.0522,,0.0694,,0.127251998,,0.039999999,,0.020675,,,,
482,0.401939392,,0.754974038,0.002627706,0.013449,0.763453007,0.807393956,0.024103896,,0.3149,,0.160482004,,0.1184,,0.0538,,0.0694,,0.133936003,,0.039999999,,0.0209821,,,,
483,0.391047621,,0.743225112,0.002372294,0.0167729,0.79638499,0.781160193,0.020683983,,0.3246,,0.171353996,,0.1253,,0.056,,0.0722,,0.141436994,,0.050000001,,0.0216968,,,,
484,0.380281387,,0.731186148,0.002138528,0.021695299,0.82861501,0.754727288,0.017714286,,0.3364,,0.182769999,,0.1322,,0.0575,,0.075,,0.149946004,,0.050000001,,0.0227859,,,,
485,0.369506492,,0.718796527,0.001969697,0.0268001,0.870095015,0.727900441,0.015177489,,0.3446,,0.194772005,,0.1367,,0.06,,0.075,,0.158740997,,0.050000001,,0.0236615,,,,
486,0.358878786,,0.706432892,0.001909091,0.033910301,0.898122013,0.701415595,0.013034632,,0.352,,0.207277,,0.1404,,0.062,,0.0833,,0.167988002,,0.059999999,,0.0246365,,,,
487,0.348329004,,0.694047605,0.002,0.041749801,0.923766971,0.67569265,0.011268398,,0.3612,,0.220256001,,0.1469,,0.0645,,0.0889,,0.177684993,,0.059999999,,0.025539501,,,,
488,0.33798701,,0.681878784,0.002,0.051047798,0.954035997,0.650770562,0.009926407,,0.3675,,0.233109996,,0.1508,,0.0665,,0.0972,,0.187742993,,0.059999999,,0.026590999,,,,
489,0.3278961,,0.669878789,0.002090909,0.063627496,0.971973002,0.626380951,0.008787879,,0.3737,,0.246437997,,0.1573,,0.0693,,0.1028,,0.198076993,,0.059999999,,0.027758799,,,,
490,0.3182987,,0.658138537,0.002030303,0.078667402,0.985987008,0.602160168,0.007878788,,0.3816,,0.259472996,,0.1614,,0.0716,,0.1111,,0.208554998,,0.07,,0.028915299,,,,
491,0.309017318,,0.646372305,0.001861472,0.095801003,0.997478008,0.580021644,0.007047619,,0.3876,,0.271712005,,0.1675,,0.0744,,0.1139,,0.219668999,,0.07,,0.030630101,,,,
492,0.299787883,,0.634627716,0.001682251,0.115698002,1,0.558783545,0.006251082,,0.3935,,0.283380002,,0.1741,,0.077,,0.1222,,0.230570003,,0.07,,0.032019399,,,,
493,0.290787882,,0.622861478,0.001444589,0.140017003,0.997196972,0.539199129,0.005645022,,0.4023,,0.293805003,,0.1799,,0.0795,,0.125,,0.241000995,,0.079999998,,0.033238702,,,,
494,0.282017321,,0.611030306,0.001148485,0.168204993,0.984025002,0.519987013,0.005341991,,0.4097,,0.303629994,,0.1862,,0.0824,,0.1305,,0.251545012,,0.079999998,,0.0349489,,,,
495,0.273389614,,0.599090908,0.000793939,0.200084001,0.967769027,0.502857137,0.005077922,,0.418,,0.311919987,,0.1949,,0.0851,,0.1389,,0.261804014,,0.079999998,,0.036731001,,,,
496,0.264926406,,0.586909091,,0.235452995,0.94590801,0.48634631,0.004831169,,0.4305,,0.318856001,,0.1999,,0.0875,,0.1417,,0.271519005,,0.090000004,,0.038638599,,,,
497,0.256757573,,0.574878789,,0.273586005,0.907091022,0.47074458,0.004536797,,0.441,,0.324396998,,0.2102,,0.0902,,0.1555,,0.280898005,,0.090000004,,0.040587399,,,,
498,0.248926404,,0.563017321,,0.319260001,0.873178005,0.455727268,0.004463204,,0.4531,,0.328359991,,0.219,,0.0929,,0.1639,,0.289570004,,0.090000004,,0.0425179,,,,
499,0.241298701,,0.551389615,,0.361883014,0.834921002,0.442160174,0.004168831,,0.4721,,0.330942005,,0.2264,,0.0956,,0.1694,,0.297690004,,0.1,,0.044523802,,,,
500,0.233987014,,0.540108231,,0.405445993,0.775785029,0.429017315,0.003831169,0.0051,0.488,,0.332812011,,0.2379,,0.0981,,0.1778,,0.305164009,,0.1,,0.046497598,,,,
501,0.226926406,,0.5289091,,0.455150992,0.729120016,0.417571429,0.003627706,0.0052,0.5057,,0.333718985,,0.2606,,0.101,,0.1833,,0.311957002,,0.11,,0.048529699,,,,
502,0.220160175,,0.517679659,,0.508347988,0.680633008,0.406432901,0.003402597,0.006,0.5324,,0.333732992,,0.2755,,0.1038,,0.1917,,0.318093002,,0.11,,0.050452299,,,,
503,0.213645023,,0.506688319,,0.558570981,0.611967027,0.396471859,0.003,0.007,0.5541,,0.333622009,,0.2861,,0.1071,,0.1972,,0.323644996,,0.12,,0.052351899,,,,
504,0.207251083,,0.495541133,,0.609350026,0.561940014,0.386636365,0.002597403,0.0084,0.5776,,0.333678007,,0.3035,,0.11,,0.2055,,0.328864008,,0.12,,0.054258499,,,,
505,0.20095671,,0.484372306,,0.660878003,0.513453007,0.376848484,0.002281385,0.0102,0.6128,,0.334347993,,0.3268,,0.1136,,0.2055,,0.333833009,,0.13,,0.0560885,,,,
506,0.194939393,,0.473225117,,0.716261983,0.449552,0.367441559,0.002229437,0.0123,0.6401,,0.335785002,,0.3457,,0.1171,,0.2139,,0.338530004,,0.14,,0.057789501,,,,
507,0.18895671,,0.462051952,,0.761668026,0.40554899,0.357999999,0.002,0.0146,0.6687,,0.338171005,,0.3586,,0.121,,0.2139,,0.343472004,,0.14,,0.059635598,,0.0105,,
508,0.183251083,,0.451047623,,0.804982007,0.364069998,0.348549781,0.001770563,0.0173,0.7095,,0.342148989,,0.3765,,0.1245,,0.225,,0.348681986,,0.15000001,,0.061408501,,0.0105,,
509,0.177645022,,0.439987015,,0.853420019,0.310817987,0.339705629,0.001627706,0.0211,0.7398,,0.347829014,,0.3957,,0.1297,,0.2361,,0.354409993,,0.16,,0.0630491,,0.0105,,
510,0.172160177,,0.4292684,,0.883358002,0.275364012,0.330939394,0.001281385,0.0253,0.7705,,0.355533004,,0.4222,,0.1342,,0.2361,,0.361003011,,0.17,,0.064732999,,0.0105,,
511,0.166926411,,0.419064935,,0.915407002,0.242432997,0.3222987,0.001108225,0.0311,0.8127,,0.365469992,,0.4403,,0.1396,,0.2472,,0.368692011,,0.18000001,,0.066605203,,0.0105,,
512,0.161987017,,0.40912987,,0.932295024,0.202074006,0.313709957,0.001199134,0.0377,0.8432,,0.378044009,,0.4579,,0.1449,,0.2528,,0.37766999,,0.19,,0.068441004,,0.0105,,
513,0.157298704,,0.399554116,,0.962366998,0.176148996,0.305424242,0.001311688,0.0446,0.8723,,0.392558992,,0.4747,,0.1516,,0.2611,,0.388024986,,0.2,,0.070243597,,0.014,,0.011577814
514,0.153108226,,0.390251089,,0.973017991,0.153026998,0.29722511,0.001489178,0.0538,0.9091,,0.410115004,0,0.4895,,0.1581,,0.2778,,0.400225013,,0.20999999,,0.072266601,,0.014,,0.011577814
515,0.148818184,,0.380956717,,0.983668983,0.125560999,0.289000002,0.001398268,0.0633,0.9332,,0.430379987,0.001,0.5039,,0.1656,,0.2889,,0.414305001,,0.22,,0.074426599,,0.014,,0.011567841
516,0.144740263,,0.371939398,,0.995182991,0.108323999,0.280683987,0.001372294,0.0743,0.9541,,0.45372799,0.002,0.5057,,0.1736,,0.2944,,0.430281997,,0.23999999,,0.076708697,,0.014,,0.011567841
517,0.140766235,,0.363047622,,0.994991004,0.0931895,0.272454554,0.001367965,0.088,0.9775,,0.479393989,0.003,0.5179,,0.1822,,0.3111,,0.448377013,,0.25,,0.079269402,,0.0175,,0.011557869
518,0.13674459,,0.354372299,,1,0.075532503,0.264489182,0.0014329,0.1023,0.9896,,0.508589983,0.004,0.5249,,0.1908,,0.3194,,0.468676001,,0.25999999,,0.082065299,,0.0175,,0.011547897
519,0.132675325,,0.345536801,,0.992879987,0.064321697,0.2559697,0.0015671,0.1188,0.9974,,0.539683998,0.005,0.5283,,0.2008,,0.3361,,0.491156995,,0.27000001,,0.085236698,,0.0175,,0.013482519
520,0.128800865,,0.336649355,,0.98121202,0.054932699,0.247740262,0.001722944,0.1374,1,,0.57366699,0.006,0.5279,,0.2107,,0.3472,,0.515837014,,0.28999999,,0.088756397,,0.0175,,0.013482519
521,0.124987011,,0.328017318,,0.975377977,0.044422701,0.23970563,0.001658009,0.1588,0.9958,,0.609605014,0.007,0.5343,,0.2214,,0.3528,,0.542557001,,0.30000001,,0.092669897,,0.0176,,0.013472546
522,0.121432898,,0.31952814,,0.954209983,0.0379765,0.231575761,0.001463204,0.1839,0.987,,0.64784497,0.008,0.5291,,0.2323,,0.3778,,0.571273983,,0.31,,0.097259298,,0.021,,0.013472546
523,0.117675324,,0.311359309,,0.935249984,0.0323711,0.223623379,0.001138528,0.2115,0.9669,,0.687870979,0.009,0.5296,,0.2432,,0.4,,0.601804972,,0.31999999,,0.102201,,0.021,,0.013462574
524,0.114112555,,0.303554109,,0.923888981,0.026064999,0.215424246,0.000969697,0.2393,0.9469,,0.728316009,0.01,0.5248,,0.2545,,0.4139,,0.63390398,,0.33000001,,0.107681997,,0.0245,,0.013452602
525,0.110675325,,0.296021639,,0.904946983,0.0221413,0.207506497,0.000909091,0.2703,0.9225,,0.770142019,0.011,0.521,,0.2661,,0.4278,,0.667397976,,0.34,,0.113748997,,0.0246,,0.01734179
526,0.107341991,,0.288675318,,0.891802013,0.018778,0.19973593,0.001,0.3034,0.8824,,0.811271012,0.012,0.5182,,0.2773,,0.4528,,0.701974988,,0.34,,0.120362997,,0.0246,,0.017331818
